effectID,effectName,effectCategory,preExpression,postExpression,description,guid,iconID,isOffensive,isAssistance,durationAttributeID,trackingSpeedAttributeID,dischargeAttributeID,rangeAttributeID,falloffAttributeID,disallowAutoRepeat,published,displayName,isWarpSafe,rangeChance,electronicChance,propulsionChance,distribution,sfxName,npcUsageChanceAttributeID,npcActivationChanceAttributeID,fittingUsageChanceAttributeID,modifierInfo
6405,structureRigNeutralizerCapacitorNeed,0,,,None,,,0,0,,,,,,0,0,structureRigNeutralizerCapacitorNeed,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1329
  modifiedAttributeID: 6
  modifyingAttributeID: 2442
  operation: 6
"
6406,structureRigEWMaxRangeFalloff,0,,,None,,,0,0,,,,,,0,0,structureRigEWMaxRangeFalloff,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 54
  modifyingAttributeID: 2440
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 2044
  modifyingAttributeID: 2441
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 158
  modifyingAttributeID: 2441
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 54
  modifyingAttributeID: 2440
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 2044
  modifyingAttributeID: 2441
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 158
  modifyingAttributeID: 2441
  operation: 6
"
6407,structureRigEWCapacitorNeed,0,,,None,,,0,0,,,,,,0,0,structureRigEWCapacitorNeed,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1332
  modifiedAttributeID: 6
  modifyingAttributeID: 2442
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1719
  modifiedAttributeID: 6
  modifyingAttributeID: 2442
  operation: 6
"
6408,structureRigMaxTargets,0,,,None,,,0,0,,,,,,0,0,structureRigMaxTargets,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 192
  modifyingAttributeID: 2434
  operation: 2
"
6409,structureRigSensorResolution,0,,,None,,,0,0,,,,,,0,0,structureRigSensorResolution,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 564
  modifyingAttributeID: 2435
  operation: 6
"
6410,structureRigExplosionRadiusBonusAoEMissiles,0,,,None,,,0,0,,,,,,0,1,structureRigExplosionRadiusBonusAoEMissiles,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 654
  modifyingAttributeID: 2449
  operation: 6
"
6411,structureRigVelocityBonusAoeMissiles,0,,,None,,,0,0,,,,,,0,1,structureRigVelocityBonusAoeMissiles,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1548
  modifiedAttributeID: 37
  modifyingAttributeID: 2439
  operation: 6
"
6412,structureRigPDBmaxRange,0,,,None,,,0,0,,,,,,0,0,structureRigPDBmaxRange,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1330
  modifiedAttributeID: 99
  modifyingAttributeID: 2436
  operation: 6
"
6413,structureRigPDBCapacitorNeed,0,,,None,,,0,0,,,,,,0,0,structureRigPDBCapacitorNeed,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1330
  modifiedAttributeID: 6
  modifyingAttributeID: 2437
  operation: 6
"
6414,structureRigFighterHP,0,,,None,,,0,0,,,,,,0,0,structureRigFighterHP,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 9
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 32339
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 265
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 32339
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 263
  modifyingAttributeID: 327
  operation: 6
  skillTypeID: 32339
"
6415,structureRigFighterMaxVelocity,0,,,None,,,0,0,,,,,,0,0,structureRigFighterMaxVelocity,0,0,0,0,,,,,,"- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 591
  operation: 6
  skillTypeID: 23069
- domain: charID
  func: OwnerRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 591
  operation: 6
  skillTypeID: 32339
"
6417,structureRigDoomsdayDamageLoss,0,,,None,,,0,0,,,,,,0,0,structureRigDoomsdayDamageLoss,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1333
  modifiedAttributeID: 2106
  modifyingAttributeID: 2278
  operation: 2
"
6422,remoteSensorDampFalloff,2,,,None,effects.SensorDampening,,1,0,73,,6,54,2044,0,0,remoteSensorDampFalloff,0,0,0,0,,,,,,"null
...
"
6423,shipModuleGuidanceDisruptor,2,,,None,effects.ElectronicAttributeModifyTarget,,1,0,73,,6,54,2044,0,0,shipModuleGuidanceDisruptor,0,0,0,0,,,,,,"null
...
"
6424,shipModuleTrackingDisruptor,2,,,None,effects.TrackingDisruption,,1,0,73,,6,54,2044,0,0,shipModuleTrackingDisruptor,0,0,0,0,,,,,,"null
...
"
6425,remoteTargetPaintFalloff,2,,,None,effects.TargetPaint,,1,0,73,,6,54,2044,0,0,remoteTargetPaintFalloff,0,0,0,0,,,,,,"null
...
"
6426,remoteWebifierFalloff,2,,,None,effects.ModifyTargetSpeed,,1,0,73,,6,54,2044,0,0,remoteWebifierFalloff,0,0,0,0,,,,,,"null
...
"
6427,remoteSensorBoostFalloff,2,,,None,effects.ElectronicAttributeModifyTarget,,0,1,73,,6,54,2044,0,0,remoteSensorBoostFalloff,0,0,0,0,,,,,,"null
...
"
6428,shipModuleRemoteTrackingComputer,2,,,None,effects.TurretWeaponRangeTrackingSpeedMultiplyTarget,,0,1,73,,6,54,2044,0,0,shipModuleRemoteTrackingComputer,0,0,0,0,,,,,,"null
...
"
6431,fighterAbilityMissiles,2,,,None,effects.Laser,,1,0,2182,,,2149,,0,0,fighterAbilityMissiles,0,0,0,0,,,,,,"null
...
"
6434,fighterAbilityEnergyNeutralizer,2,,,None,effects.EnergyDestabilization,,1,0,2208,,,2209,2210,0,0,fighterAbilityEnergyNeutralizer,0,0,0,0,,,,,,"null
...
"
6435,fighterAbilityStasisWebifier,2,,,None,effects.ModifyTargetSpeed,,1,0,2183,,,2186,2187,0,0,fighterAbilityStasisWebifier,0,0,0,0,,,,,,"null
...
"
6436,fighterAbilityWarpDisruption,2,,,None,effects.WarpDisrupt,,1,0,2203,,,2204,,0,0,fighterAbilityWarpDisruption,0,0,0,0,,,,,,"null
...
"
6437,fighterAbilityECM,2,,,None,effects.ElectronicAttributeModifyTarget,,1,0,2220,,,2221,2222,0,0,fighterAbilityECM,0,0,0,0,,,,,,"null
...
"
6439,fighterAbilityEvasiveManeuvers,1,,,None,,,0,0,2123,,,,,0,0,fighterAbilityEvasiveManeuvers,0,0,0,0,,,,,,"null
...
"
6440,fighterAbilityAfterburner,1,,,None,effects.Afterburner,,0,0,2158,,,,,0,0,fighterAbilityAfterburner,0,0,0,0,,,,,,"null
...
"
6441,fighterAbilityMicroWarpDrive,1,,,None,effects.MicroWarpDrive,,0,0,2157,,,,,0,0,fighterAbilityMicroWarpDrive,0,0,0,0,,,,,,"null
...
"
6442,fighterAbilityMicroJumpDrive,1,,,None,effects.MicroJumpDriveEngage,,0,0,2155,,,2154,,0,0,fighterAbilityMicroJumpDrive,0,0,0,0,,,,,,"null
...
"
6443,pointDefense,1,,,None,effects.PointDefense,,1,0,73,,6,99,,0,0,pointDefense,0,0,0,0,,,,,,"null
...
"
6445,tractorBeamShip,2,,,None,effects.Laser,,0,0,73,,6,54,,0,1,tractorBeamShip,0,0,0,0,,,,,,"null
...
"
6446,structureBumpingModule,2,,,None,,,0,0,,,,,,0,1,structureBumpingModule,0,0,0,0,,,,,,"null
...
"
6447,lightningWeapon,2,,,None,effects.Laser,,1,0,73,,6,,,0,1,lightningWeapon,1,0,0,0,,,,,,"null
...
"
6448,structureMissileGuidanceEnhancer,4,,,None,,,0,0,,,,,,0,1,structureMissileGuidanceEnhancer,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 654
  modifyingAttributeID: 848
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 654
  modifyingAttributeID: 848
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 653
  modifyingAttributeID: 847
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 653
  modifyingAttributeID: 847
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 281
  modifyingAttributeID: 596
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 281
  modifyingAttributeID: 596
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1547
  modifiedAttributeID: 37
  modifyingAttributeID: 547
  operation: 6
- domain: shipID
  func: LocationGroupModifier
  groupID: 1546
  modifiedAttributeID: 37
  modifyingAttributeID: 547
  operation: 6
"
6449,structureBallisticControlSystem,4,,,None,,,0,0,,,,,,0,1,structureBallisticControlSystem,0,0,0,0,,,,,,"- domain: structureID
  func: ItemModifier
  modifiedAttributeID: 2750
  modifyingAttributeID: 213
  operation: 4
- domain: shipID
  func: LocationGroupModifier
  groupID: 1327
  modifiedAttributeID: 51
  modifyingAttributeID: 204
  operation: 4
- domain: shipID
  func: LocationGroupModifier
  groupID: 1562
  modifiedAttributeID: 51
  modifyingAttributeID: 204
  operation: 4
"
6450,structureMissileGuidanceComputerBonus5,1,,,None,,,0,0,73,,6,,,0,1,structureMissileGuidanceComputerBonus5,1,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 654
  modifyingAttributeID: 848
  operation: 6
  skillTypeID: 37796
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 653
  modifyingAttributeID: 847
  operation: 6
  skillTypeID: 37796
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 281
  modifyingAttributeID: 596
  operation: 6
  skillTypeID: 37796
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 37
  modifyingAttributeID: 547
  operation: 6
  skillTypeID: 37796
"
6451,structureScanResolutionActivePercentage,1,,,None,,,0,0,,,,,,0,1,structureScanResolutionActivePercentage,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 564
  modifyingAttributeID: 566
  operation: 6
"
6464,fighterAbilityTackle,2,,,None,effects.WarpScramble,,1,0,2238,,,2239,,0,0,fighterAbilityTackle,0,0,0,0,,,,,,"null
...
"
6465,fighterAbilityAttackM,2,,,None,effects.Laser,,1,0,2233,,,2236,2237,0,0,fighterAbilityAttackM,0,0,0,0,,,,,,"null
...
"
6470,remoteECMFalloff,2,,,None,effects.ElectronicAttributeModifyTarget,,1,0,73,,6,54,2044,0,0,remoteECMFalloff,0,0,0,0,,,,,,"null
...
"
6472,doomsdayBeamDOT,1,,,None,,,1,0,73,,6,,,0,0,doomsdayBeamDOT,1,0,0,0,,,,,,"null
...
"
6473,doomsdayConeDOT,1,,,None,,,1,0,73,,6,,,0,0,doomsdayConeDOT,1,0,0,0,,,,,,"null
...
"
6474,doomsdayHOG,1,,,None,,,1,0,73,,6,,,0,0,doomsdayHOG,1,0,0,0,,,,,,"null
...
"
6475,structureRigDoomsdayTargetAmountBonus,0,,,None,,,0,0,,,,,,0,0,structureRigDoomsdayTargetAmountBonus,0,0,0,0,,,,,,"- domain: shipID
  func: LocationGroupModifier
  groupID: 1333
  modifiedAttributeID: 2104
  modifyingAttributeID: 2277
  operation: 2
"
6476,doomsdayAOEWeb,1,,,None,,,1,0,73,,6,,,0,0,doomsdayAOEWeb,1,0,0,0,,,,,,"null
...
"
6477,doomsdayAOENeut,1,,,None,,,1,0,73,,6,,,0,0,doomsdayAOENeut,1,0,0,0,,,,,,"null
...
"
6478,doomsdayAOEPaint,1,,,None,,,1,0,2400,,6,,,0,0,doomsdayAOEPaint,1,0,0,0,,,,,,"null
...
"
6479,doomsdayAOETrack,1,,,None,,,1,0,2397,,6,,,0,0,doomsdayAOETrack,1,0,0,0,,,,,,"null
...
"
6480,doomsdayAOEGuide,1,,,None,,,1,0,73,,6,,,0,0,doomsdayAOEGuide,0,0,0,0,,,,,,"null
...
"
6481,doomsdayAOEDamp,1,,,None,,,1,0,2399,,6,,,0,0,doomsdayAOEDamp,1,0,0,0,,,,,,"null
...
"
6482,doomsdayAOEBubble,1,,,None,,,1,0,73,,6,,,0,0,doomsdayAOEBubble,1,0,0,0,,,,,,"null
...
"
6484,emergencyHullEnergizer,1,,,None,effects.Invulnerability,,1,0,73,,6,,,0,0,emergencyHullEnergizer,1,0,0,0,,,,,,"null
...
"
6485,fighterAbilityLaunchBomb,1,,,None,,,1,0,2349,,,,,0,0,fighterAbilityLaunchBomb,0,0,0,0,,,,,,"null
...
"
6487,modifyEnergyWarfareResistance,4,,,None,,,0,0,,,,,,0,0,modifyEnergyWarfareResistance,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2045
  modifyingAttributeID: 2267
  operation: 6
"
6488,scriptSensorBoosterSensorStrengthBonusBonus,0,,,None,,0,0,0,,,,,,0,0,scriptSensorBoosterSensorStrengthBonusBonus,0,0,0,0,,,,,,"- domain: otherID
  func: ItemModifier
  modifiedAttributeID: 1030
  modifyingAttributeID: 2282
  operation: 6
- domain: otherID
  func: ItemModifier
  modifiedAttributeID: 1029
  modifyingAttributeID: 2282
  operation: 6
- domain: otherID
  func: ItemModifier
  modifiedAttributeID: 1028
  modifyingAttributeID: 2282
  operation: 6
- domain: otherID
  func: ItemModifier
  modifiedAttributeID: 1027
  modifyingAttributeID: 2282
  operation: 6
"
6489,skillMultiplierShipBonusDreadnoughtAmarr,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusDreadnoughtAmarr,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2283
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2284
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2285
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 5214
  modifyingAttributeID: 280
  operation: 0
"
6492,skillMultiplierShipBonusDreadnoughtCaldari,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusDreadnoughtCaldari,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2286
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2287
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2288
  modifyingAttributeID: 280
  operation: 0
"
6495,skillMultiplierShipBonusDreadnoughtGallente,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusDreadnoughtGallente,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2289
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2290
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2291
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 5215
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 5216
  modifyingAttributeID: 280
  operation: 0
"
6498,skillMultiplierShipBonusDreadnoughtMinmatar,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusDreadnoughtMinmatar,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2292
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2293
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2294
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 5248
  modifyingAttributeID: 280
  operation: 0
"
6501,shipBonusDreadnoughtA1DamageBonus,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtA1DamageBonus,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 2283
  operation: 6
  skillTypeID: 20327
"
6502,shipBonusDreadnoughtA2ArmorResists,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtA2ArmorResists,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 267
  modifyingAttributeID: 2284
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 270
  modifyingAttributeID: 2284
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 269
  modifyingAttributeID: 2284
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 268
  modifyingAttributeID: 2284
  operation: 6
"
6503,shipBonusDreadnoughtA3CapNeed,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtA3CapNeed,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 6
  modifyingAttributeID: 2285
  operation: 6
  skillTypeID: 20327
"
6504,shipBonusDreadnoughtC1DamageBonus,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtC1DamageBonus,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 32435
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 32435
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 32435
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 32435
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 21668
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 21668
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 21668
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 21668
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 114
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 3325
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 118
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 3325
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 117
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 3325
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 116
  modifyingAttributeID: 2286
  operation: 6
  skillTypeID: 3325
"
6505,shipBonusDreadnoughtC2ShieldResists,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtC2ShieldResists,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 271
  modifyingAttributeID: 2287
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 274
  modifyingAttributeID: 2287
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 273
  modifyingAttributeID: 2287
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 272
  modifyingAttributeID: 2287
  operation: 6
"
6506,shipBonusDreadnoughtG1DamageBonus,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtG1DamageBonus,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 2289
  operation: 6
  skillTypeID: 21666
"
6507,shipBonusDreadnoughtG2ROFBonus,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtG2ROFBonus,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 51
  modifyingAttributeID: 2290
  operation: 6
  skillTypeID: 21666
"
6508,shipBonusDreadnoughtG3RepairTime,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtG3RepairTime,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 2291
  operation: 6
  skillTypeID: 21803
"
6509,shipBonusDreadnoughtM1DamageBonus,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtM1DamageBonus,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 64
  modifyingAttributeID: 2292
  operation: 6
  skillTypeID: 21667
"
6510,shipBonusDreadnoughtM2ROFBonus,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtM2ROFBonus,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 51
  modifyingAttributeID: 2293
  operation: 6
  skillTypeID: 21667
"
6511,shipBonusDreadnoughtM3RepairTime,0,,,None,,,0,0,,,,,,0,0,shipBonusDreadnoughtM3RepairTime,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 73
  modifyingAttributeID: 2293
  operation: 6
  skillTypeID: 21802
"
6513,doomsdayAOEECM,1,,,None,,,1,0,2398,,6,,,0,0,doomsdayAOEECM,1,0,0,0,,,,,,"null
...
"
6514,skillMultiplierShipBonusForceAuxiliaryAmarr,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusForceAuxiliaryAmarr,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2308
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2309
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2310
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2320
  modifyingAttributeID: 280
  operation: 0
"
6517,skillMultiplierShipBonusForceAuxiliaryCaldari,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusForceAuxiliaryCaldari,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2311
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2312
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2313
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2321
  modifyingAttributeID: 280
  operation: 0
"
6520,skillMultiplierShipBonusForceAuxiliaryGallente,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusForceAuxiliaryGallente,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2314
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2315
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2316
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2322
  modifyingAttributeID: 280
  operation: 0
"
6523,skillMultiplierShipBonusForceAuxiliaryMinmatar,0,,,None,,,0,0,,,,,,0,0,skillMultiplierShipBonusForceAuxiliaryMinmatar,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2317
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2318
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2319
  modifyingAttributeID: 280
  operation: 0
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 2323
  modifyingAttributeID: 280
  operation: 0
"
6526,shipBonusForceAuxiliaryA1RemoteRepairAndCapAmount,0,,,None,,,0,0,,,,,,0,0,shipBonusForceAuxiliaryA1RemoteRepairAndCapAmount,0,0,0,0,,,,,,"- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 90
  modifyingAttributeID: 2308
  operation: 6
  skillTypeID: 24572
- domain: shipID
  func: LocationRequiredSkillModifier
  modifiedAttributeID: 84
  modifyingAttributeID: 2308
  operation: 6
  skillTypeID: 24568
"
6527,shipBonusForceAuxiliaryA2ArmorResists,0,,,None,,,0,0,,,,,,0,0,shipBonusForceAuxiliaryA2ArmorResists,0,0,0,0,,,,,,"- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 267
  modifyingAttributeID: 2309
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 270
  modifyingAttributeID: 2309
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 269
  modifyingAttributeID: 2309
  operation: 6
- domain: shipID
  func: ItemModifier
  modifiedAttributeID: 268
  modifyingAttributeID: 2309
  operation: 6
"
