corporationID,corporationName,size,extent,solarSystemID,investorID1,investorShares1,investorID2,investorShares2,investorID3,investorShares3,investorID4,investorShares4,friendID,enemyID,publicShares,initialPrice,minSecurity,scattered,fringe,corridor,hub,border,factionID,sizeFactor,stationCount,stationSystemCount,description,iconID
1000193,Arkombine,S,G,30003466,,,,,,,,,1000193,1000193,0,0,0.0,,,,,,500029,,,,"The Arkombine is a splinter group of disillusioned clone soldiers or ""warclones"". Betrayed by the nations they swore to serve they now seek independence and the means to undo what has been done to them. Their ranks are comprised of warclones from all four of the major factions.

The Arkombine's search for a way to seize their own destiny and forge a path to freedom for warclones led them to join the Deathless Circle in YC125, throwing in their lot with the enigmatic ruler of Zarzakh and controller of the ancient Jovian stronghold: The Fulcrum.",20984
1000197,Templis Dragonaurs,T,L,30005246,,,,,,,,,1000197,1000197,0,0,0.0,,,,,,,,,,"The Templis Dragonaurs are an ultra-nationalist Caldari organization whose origins date back to the Tikiona States. Considered terrorists by most governments, they are the most anti-Gallentean political entity in New Eden and it is rumored that they were involved in the destruction of Nouvelle Rouvenor.",20992
1000198,Imperial Guard,S,G,30003070,,,,,,,,,1000198,1000198,0,0,0.0,,,,,,500003,,,,"The personal guard of the ruler of the Amarr Empire are drawn from the finest troops the Imperial military can offer. While its core duties revolve around safeguarding the occupant of the Imperial Throne, the Imperial Guard is a large and very well-equipped body. The Guard can project impressive force across New Eden with fanatical devotion to its orders.",20997
1000205,Amarr Templars,T,L,30003552,,,,,,,,,1000205,1000205,0,0,0.0,,,,,,500003,,,,"The business interests of the secretive Emperor Family rarely come under close scrutiny but their involvement in the establishment of the Amarr Templars mercenary company could hardly escape the attention of the wider Empire. Keen to convey an image of austere piety and ruthless loyalty, the Templars are a favorite with those corporations wishing to carry out 'hostile takeovers' of facilities on Amarr planets.",20981
1000206,Royal Uhlans,T,L,30001722,,,,,,,,,1000206,1000206,0,0,0.0,,,,,,500003,,,,"Founded by veterans of the Royal Khanid Navy and its Uhlan mechanized infantry regiments, the Royal Uhlans hold themselves loyal to the martial ideals of the Khanid Kingdom and its people. Since the rapprochement between the Kingdom and the Amarr Empire, the Uhlans have increasingly been seen on Empire holdings and are a well-regarded alternative to the existing Amarr mercenary companies. Rumor has it that the business-oriented Tash-Murkon house especially favors them as a go-to force for deniable ops",20989
1000207,Bragian Order,T,L,30004103,,,,,,,,,1000207,1000207,0,0,0.0,,,,,,500003,,,,"Tracing their roots back to an ancient order of gladiatorial fighters, the Bragians are notorious for their brutality and will to survive against all odds. As one of the few licensed mercenary corporations working within the Amarr Empire, the Bragian Order is regularly called on by Amarr Holders and megacorporations for special jobs, regardless of their reputation for atrocity. Well understanding the trade of fighting for coin, the Bragians care for little besides their reward for victory in battle.",20985
1000208,Zumari Force Projection,T,L,30000175,,,,,,,,,1000208,1000208,0,0,0.0,,,,,,500001,,,,"Standing somewhat above the internecine fray of the Caldari megacorporations and great families, Zumari Force Projection represents a cold and implacable focus on getting the job done, and collecting on its contracts. Founded by the famed Navy commander Minato Zumari, the tactical organization of the mercenary company is almost indistinguishable from Caldari State military structures. Nevertheless, this is seen as nothing more than efficiency by the Zumari board, and is secondary to the pursuit of profit by the company.",20995
1000213,Osmon Surveillance,T,L,30002745,,,,,,,,,1000213,1000213,0,0,0.0,,,,,,500001,,,,"As with many mercenary corporations authorized to carry out planetary operations by the Caldari Executive Panel, Osmon Surveillance began life as part of the personal army of one of the great families of the Caldari State: the Osmon, owners of the Hyasyoda megacorporation. Now rumored to have gone rogue, but retaining Caldari corporate status, the infiltration and black operations wing of the Osmon family militia has turned into a ruthless mercenary corporation willing to take any job from any client.",20988
1000214,Seituoda Taskforce Command,T,L,30001411,,,,,,,,,1000214,1000214,0,0,0.0,,,,,,500001,,,,"Founded by the reclusive Seituoda family, the mercenary company that bears their name is believed to be controlled by one of the losers in a bitter family war for supremacy over the military-industrial powerhouse that is the Wiyrkomi megacorporation. While some of the contracts lately fulfilled by the Command may have tarnished the Seituoda reputation for honor, the unimpeachable reliability of their word has, if anything, been enhanced by the lengths to which its mercenaries go to complete a job.",20991
1000215,Algintal Core,T,L,30002679,,,,,,,,,1000215,1000215,0,0,0.0,,,,,,500004,,,,"Originating as a military unit seconded to corporate interests studying the behavior of rogue drones in the Algintal constellation, the Algintal Core have maintained a clinical care and attention in everything they do, even after cutting formal ties with the original research effort and Federation military alike. Exposure to the realities of corporate life has inevitably added a certain cynicism to the attitudes of the founding operatives, which has served them well as suppliers in the military services sector.",20980
1000216,Crux Special Tasks Group,T,L,30003832,,,,,,,,,1000216,1000216,0,0,0.0,,,,,,500004,,,,"In April YC108, following certain archaeological discoveries in the Crux constellation, the Gallente Federation assembled a special tasks group reporting directly to the Federal Intelligence Office. Whatever the Crux discoveries amounted to has never been made public and those who led the expedition are currently listed as working for the Federal government in various confidential roles. The Crux Special Tasks Group was eventually privatized under Federal directive and licensed to carry out paramilitary operations in the corporate security sector.",20987
1000217,Villore Sec Ops,T,L,30003010,,,,,,,,,1000217,1000217,0,0,0.0,,,,,,500013,,,,"In the wake of the infamous Elarel massacre, the Quafe megacorporation dismissed almost all of the upper echelon of its security division. These men and women promptly formed their own private security company and, forced into taking jobs most would not by the taint of their failure at Elarel, rapidly gained a reputation for absolute ruthlessness and total dedication to getting results for those giving them contracts.

In YC124, EverMore purchased the company, and the company was contracted to take on security responsibilities for all of EverMore's subsidiaries. Why a company primarily known for its distribution network would require an infamous group of military specialists for internal security tasks remains unclear.",20994
1000218,Circle of Huskarl,T,L,30003401,,,,,,,,,1000218,1000218,0,0,0.0,,,,,,500002,,,,"The Minmatar organizations known as 'circles' are formed for as many purposes as corporations or societies found in other nations may be, and the Circle of Huskarl specialized in providing bodyguards to any who could pay their price. As the fledgling Minmatar Republic expanded and developed, the Circle's services began to be especially called for by visitors from other nations and corporations. Exposure to the ways of interstellar corporations, and the allure of incredible profits, soon led the Circle of Huskarl to diversify into mercenary services.",20986
1000219,Tronhadar Free Guard,T,L,30002564,,,,,,,,,1000219,1000219,0,0,0.0,,,,,,500002,,,,"The Tronhadar Free Guard claim to trace their origins back to Krusual clans who held out against the Amarr invaders in the mountains of occupied Matar. That, at least, is the branding. While it seems true that it was founded by a pair of Krusual warlords, the company displays the utter lack of scruples one would expect in a Guristas interstellar pirate, and a like appetite for profit and power. No-one is quite sure who stands behind the Free Guard today but the rumor is that the enigmatic Kolvil Eifyr has a hand in its operations.",20993
1000220,Sanmatar Kelkoons,T,L,30000030,,,,,,,,,1000220,1000220,0,0,0.0,,,,,,500002,,,,"In the ancient Minmatar Empire, the leaders of the Minmatar people were called 'Sanmatar' and their military councils staffed by officers known as 'kelkoons', an archaic Brutor word signifying a veteran warrior. The owners of the Sanmatar Kelkoons seek to play on that heritage even though their mercenaries have absolutely no connection to the present Sanmatar or the Republic military. Minmatar tribalists may consider this usage outrageous but the long history of abusing this terminology almost amounts to a tradition in itself. For their part, the Sanmatar Kelkoons continue to attract top rates for the services of their mercenary forces.",20990
1000222,Ostrakon Agency,T,L,30044971,,,,,,,,,1000222,1000222,0,0,0.0,,,,,,500004,,,,"A mercenary corporation that has made a practice of hiring dishonorably discharged members of the Gallente military, the Ostrakon Agency is considered a rather suspect organization by the Gallente media and they regularly run stories about its activities. Unperturbed, the Agency carries on with its business of contracting soldiers and other personnel for service in conflicts throughout New Eden.",20996
1000223,Fraternity of St. Venefice,T,L,30003517,,,,,,,,,1000223,1000223,0,0,0.0,,,,,,500003,,,,"Protected by a webbing of obscure religious ordinances, the Fraternity of St. Venefice began life as a guild of assassins specializing in the use of poisons and serving the old Council of Apostles. The Fraternity narrowly survived the Moral Reforms due to its usefulness to the Royal Houses, but during the period degenerated into a band of paid killers. After the Minmatar rebellion, new leadership rooted out the most corrupt members and converted the Fraternity into a specialized counter-insurgency group ready to crush slave revolts, for a price.",20996
1000224,Shining Flame,T,L,30003509,,,,,,,,,1000224,1000224,0,0,0.0,,,,,,500003,,,,"Formed shortly after the coronation of the late Empress Jamyl I, the Shining Flame mercenary company appears to benefit from the patronage of the Sarum Family. The leadership of the Shining Flame is shrouded in mystery, with persistent rumors suggesting that a disgraced military officer with links to the Sarum secretly directs its operations.",20996
1000225,Paladin Survey Force,T,L,30002224,,,,,,,,,1000225,1000225,0,0,0.0,,,,,,500003,,,,"Exploration and surveying is a vital part of interstellar commerce, and the Amarr Empire understands this as keenly as any other nation. The Paladin Survey Force is one of a number of corporations that provide military contingents to Amarr survey expeditions. Seeing increasing market demand for more aggressive services than escort and facilities security, the corporation has eagerly provided soldiers for combat operations across the cluster.",20996
1000226,Ametat Security,T,L,30002259,,,,,,,,,1000226,1000226,0,0,0.0,,,,,,500003,,,,"An offshoot of the Imperial Shipment corporation, originally formed to provide planetary security for the shipping giant on frontier worlds and new colonies. Ametat Security now offers troops and equipment to anyone willing to pay their rates.",20996
1000227,Company of Marcher Lords,T,L,30001718,,,,,,,,,1000227,1000227,0,0,0.0,,,,,,500003,,,,"Those True Amarr nobles who were veterans of the so-called 'Vindication Wars' gained the cognomen 'Marcher Lords' in Holder circles. After the hostilities on the border of the Ammatar Mandate died down to a low level, several of these nobles decided to form a corporation to train and equip militia forces on the frontiers of the Empire. With the blessing of Emperor Heideran VII, the Company of Marcher Lords generated a large income by offering its most elite troops as mercenaries.",20996
1000228,Tal-Romon Legion,T,L,30001696,,,,,,,,,1000228,1000228,0,0,0.0,,,,,,500003,,,,"Named for the first Udorian to achieve sainthood, the Tal-Romon Legion is known to be among the business interests of the Tash-Murkon Family. The Udorian Heirs are traditionally the most outward-looking among the Royal Houses and the Legion's mercenaries travel far afield, plying their deadly trade in innumerable brush fire conflicts on the planets of New Eden.",20996
1000229,Kameira Lodge,T,L,30001676,,,,,,,,,1000229,1000229,0,0,0.0,,,,,,500003,,,,"The Kameira slave-soldiers of the Amarr Empire have an almost mythical status throughout New Eden, and even a sober analysis places them as among the most formidable troops in the cluster. While most Kameiras are fated to die in battle some survive to earn their freedom. The Kameira Lodge was founded by a number of freed Kameiras as a means of trading on their martial skills. Due to the reputation of the Kameiras, the mercenaries of the Lodge are much in demand.",20996
1000230,Red and Silver Hand,T,L,30000076,,,,,,,,,1000230,1000230,0,0,0.0,,,,,,500003,,,,"Closely linked to the Ardishapur Family, the Red and Silver Hand are a paramilitary organization holding a charter granting them the right to conduct planetary operations. Originally the soldiers of the Hand performed their duties in return for a grant of land. Today they prefer payment in cold hard coin, or its electronic equivalent.",20996
1000231,Holdfast Syndicate,T,L,30002967,,,,,,,,,1000231,1000231,0,0,0.0,,,,,,500003,,,,"While powerful Amarr Holders may retain private armies, minor houses are often prevented from maintaining military cadres by their lieges, religious laws or Imperial decrees. A few organizations exist to provide such Holders with military capability and the Holdfast Syndicate is one of these. While many minor houses have invested in Holdfast, the corporation is independent and regularly takes on contracts across New Eden.",20996
1000232,Kinsho Swords,T,L,30000202,,,,,,,,,1000232,1000232,0,0,0.0,,,,,,500001,,,,"With a name alluding to an old Raata Empire practice of hiring skilled generals for gold, and an even older tradition of reckoning the size of armies by the number of swords that could be commanded, Kinsho is a corporation determined to make its mark in the lucrative planetary warfare field.",20996
1000233,Expert Intervention,T,L,30000193,,,,,,,,,1000233,1000233,0,0,0.0,,,,,,500001,,,,"Expert Intervention is the latest business launched under the NOH megacorporation's Expert brand, drawing on the expertise of members of NOH's Internal Security division to forge a military contracting company. Some may observe that this would account for the ruthlessness evident in Expert Intervention's operations to date, but any qualms on this account do not seem to have reduced demand for the corporation's services.",20996
1000234,Onikanabo Brigade,T,L,30000170,,,,,,,,,1000234,1000234,0,0,0.0,,,,,,500001,,,,"Bearing an extremely sinister name linked to an organized crime clan from Caldari Prime, the Onikanabo Brigade is regarded with some disdain by most Caldari. This does not stop Caldari megacorporations making use of the services of this independent mercenary brigade when it suits them, and the Onikanabo accept contracts without fear or favor.",20996
1000235,Kirkinen Risk Control,T,L,30000161,,,,,,,,,1000235,1000235,0,0,0.0,,,,,,500001,,,,"Kirkinen Risk Control specialized in developing and supplying cyber-warfare defense solutions before it diversified into researching other leading-edge military technologies. Ultimately, the corporation acquired access to the latest combat implants through a research contract and was able to gain a license to exploit the technology. The evolution into a mercenary contracting house was the next logical step.",20996
1000236,Storm Wind Strikeforce,T,L,30002755,,,,,,,,,1000236,1000236,0,0,0.0,,,,,,500001,,,,"The Caldari people have always seen the winds as an important force in their spiritual life and the spirit called 'Storm Wind' has a special significance for the Caldari military. Adopting the mystique of this wind spirit for themselves, Storm Wind Strikeforce is a small mercenary corporation that makes extensive use of contract soldiers to supplement its own capabilities.",20996
1000237,Commando Perkone,T,L,30002738,,,,,,,,,1000237,1000237,0,0,0.0,,,,,,500001,,,,"While its star has long faded in favor of the Big Eight megacorporations, the Perkone corporation maintains a strong presence in the market. The Commando Perkone subsidiary was established after its interests in the construction equipment industry made it aware of a demand for troops to defend corporate facilities on new colonies and in remote territories.",20996
1000238,Isuuaya Tactical,T,L,30002795,,,,,,,,,1000238,1000238,0,0,0.0,,,,,,500001,,,,"The Isuuaya name is old and storied, with the very first Caldari corporation founded by the family many centuries ago. That corporation was long ago subsumed by a competitor but the Isuuaya family remains and has a well-deserved reputation for providing excellent officers to the Caldari military. Building on that reputation, the Isuuaya Tactical corporation has developed into a mercenary contracting and brokerage house of some note.",20996
1000239,Intara Direct Action,T,L,30001443,,,,,,,,,1000239,1000239,0,0,0.0,,,,,,500001,,,,"Venal even by Caldari standards, the Intara family is regarded by many as little more than a gang of cut-throats and is barely tolerated by the Caldari megacorporations. Regardless, the Intara have demonstrated remarkable skill in surviving and own a number of corporations spread across many planets. The Intara Direct Action corporation is the family's venture into the mercenary field and in true Intara style happily sells its services to the highest bidder.",20996
1000240,Ikomari-Onu Enforcement,T,L,30001419,,,,,,,,,1000240,1000240,0,0,0.0,,,,,,500001,,,,Ikomari-Onu is a respected security firm consulted by many corporations in the Caldari State and beyond. The Ikomari-Onu Enforcement subsidiary is regularly hired for those occasions when a demonstrated ability to directly seize assets is preferable to business negotiations or a lengthy case before the courts.,20996
1000243,Namtar Elite,T,L,30002705,,,,,,,,,1000243,1000243,0,0,0.0,,,,,,500004,,,,"Persistent rumors claim that the Namtar Elite private military corporation is little more than a front for the Black Eagles, the Federation's most ruthless internal security and intelligence agency. Others suggest that the corporation has spread those rumors to enhance its mystique using the intimidating reputation of the Black Eagles. Whatever the truth of the matter may be there are no shortage of customers willing to hire Namtar Elite's mercenaries.",20996
1000244,Mannar Focused Warfare,T,L,30002650,,,,,,,,,1000244,1000244,0,0,0.0,,,,,,500004,,,,"The Mannar people are sometimes overlooked by newcomers to the Federation bedazzled by Gallente and Intaki culture but they have always been an important member race, particularly in terms of their contribution to the Federation military. The Mannar Focused Warfare corporation was founded by a group of Mannar veterans and is a well-regarded military contracting firm.",20996
1000245,Resheph Interstellar Strategy,T,L,30002685,,,,,,,,,1000245,1000245,0,0,0.0,,,,,,500004,,,,"The strategy and logistical requirements of planetary conflict in multiple star systems is the speciality of Resheph Interstellar Strategy, a military contracting corporation based in the Gallente Federation. Recent technological developments have seen Resheph considerably expand their operations and take an increasing number of contracts outside Federation space.",20996
1000246,Sinq Laison Gendarmes,T,L,30002673,,,,,,,,,1000246,1000246,0,0,0.0,,,,,,500004,,,,"The Sinq Laison Gendarmes began life as a paramilitary organization that aimed to improve the security situation in the numerous frontier systems of their crossroads region. While the Gendarmes had some limited success, the increasing tempo of conflict since the beginning of the Empyrean War has eroded those gains. The organization has recently turned to mercenary work and supplements its ranks with contract troops on a regular basis.",20996
1000247,Chatelain Rapid Response,T,L,30003043,,,,,,,,,1000247,1000247,0,0,0.0,,,,,,500004,,,,"One of the features of the Gallente Federation's diverse economy is the proliferation of independent contracting corporations in every sphere of industry and services. Chatelain Rapid Response is one of many private military contractors used by Gallente corporations in low-security territories. Like other Gallente mercenary corporations, Chatelain Rapid Response has no difficulty with working outside the frontiers of the Federation.",20996
1000248,Edimmu Warfighters,T,L,30003050,,,,,,,,,1000248,1000248,0,0,0.0,,,,,,500004,,,,"Hipsters drinking coffee in the Caille boulevards wrinkle their noses at the thought of ground warfare but in a surprising number of Federal districts there is a real need for serious combat power. Whether it be countering pirate raids, fending off frontier incursions by militia troops, or taking and holding industrial facilities, the Edimmu Warfighters are well able to meet the needs of any merc contract.",20996
1000249,Kang Lo Directorate,T,L,30003020,,,,,,,,,1000249,1000249,0,0,0.0,,,,,,500004,,,,"The Sang Do caste overlords of Lirsautton V have occasionally had to take drastic steps in dealing with one another and the Jin-Mei homeworld has even seen civil war. The Sang Do traditionally called on a military sub-caste, the Kang Lo, to organize and command their armies in the field. In the modern age, the Kang Lo Directorate provides private military contracting services well beyond the confines of the Lirsautton system.",20996
1000250,Condotta Rouvenor,T,L,30005027,,,,,,,,,1000250,1000250,0,0,0.0,,,,,,500004,,,,"Very much formed in the image of a traditional mercenary regiment from the time of kings on Gallente Prime, the Condotta Rouvenor nevertheless uses the most modern equipment and military techniques. The services of this prestigious private security corporation are always in demand.",20996
1000251,Brutor Vanguard,T,L,30003458,,,,,,,,,1000251,1000251,0,0,0.0,,,,,,500002,,,,"The Brutor Tribe approach to warfare is classically a no-nonsense, assault-oriented philosophy, but they do not lack for clever tacticians and capable commanders. The Brutor Vanguard accepts mercenary work from many employers, sourcing contract soldiers to fulfill the needs of each job as well as deploying its own seasoned troopers.",20996
1000252,Vherokior Combat Logistics,T,L,30003462,,,,,,,,,1000252,1000252,0,0,0.0,,,,,,500002,,,,"The Vherokior Tribe's talents lie away from frontline combat as such, and are more suited to organizing the complicated and often extended chains of logistics required to keep an interstellar conflict ticking over. In addition to its specialist services, Vherokior Combat Logistics also works as a brokerage house matching mercenary units to appropriate contracts, a role that gives it ample opportunity to sell access to its extensive military supply network.",20996
1000253,Krullefor Organization,T,L,30003429,,,,,,,,,1000253,1000253,0,0,0.0,,,,,,500002,,,,"Quite how a fugitive crime lord was able to set up a military contracting corporation while wanted by both the Thukker Tribe and Minmatar Republic authorities is difficult to explain. Nevertheless, Baliggan Krullefor managed it and his Organization supplies mercs and military equipment to various conflict zones. Some say that this is a sign of how truly chaotic the times are. Others suspect that Krullefor is simply useful to certain powerful interests.",20996
1000254,Mikramurka Shock Troop,T,L,30003451,,,,,,,,,1000254,1000254,0,0,0.0,,,,,,500002,,,,"The arctic terrain of the Mikramurka region on Matar serves as a fierce training ground for the Republic military's ground forces. It was only natural for a group of Minmatar veterans turned mercenaries to evoke that inhospitable land as symbolic of their ability to conquer any adversity. The Mikramurka Shock Troop have a reputation for executing swift and stunning assaults, securing facilities and other targets with a minimum of collateral damage. As a result, their services are much in demand.",20996
1000255,Eyniletti Rangers,T,L,30002055,,,,,,,,,1000255,1000255,0,0,0.0,,,,,,500002,,,,"The fame of the Eyniletti Rangers among the Minmatar is legendary, with their hunters and trackers reputed to always make their kill or capture their target. That image is largely based on tales of a band of Rangers that existed before the Amarr invaded and occupied Matar. Even so, the Eyniletti Rangers, now a paramilitary scouting and exploration corporation, have justly acquired a record of completing the contracts they accept to the satisfaction of their employers.",20996
1000256,Sebiestor Field Sappers,T,L,30003394,,,,,,,,,1000256,1000256,0,0,0.0,,,,,,500002,,,,"Counting some of the most accomplished and innovative engineers in New Eden among their tribe, it was only natural that a Sebiestor military contracting corporation would focus on combat engineering. The Sebiestor Field Sappers offer battlefield engineering and siegecraft services to any who can pay their considerable rates. Additionally, the corporation fills in other combat roles with contracted troops and even organizes contract fulfillment on behalf of other corporations.",20996
1000257,Forty-Nine Fedayeen,T,L,30002521,,,,,,,,,1000257,1000257,0,0,0.0,,,,,,500002,,,,"Supposedly formed by forty-nine freedom fighters representing all seven tribes of Matar, the Fedayeen wrap themselves up in a warrior mystique in order to attract fresh blood. It is hardly the only Minmatar mercenary company to project an aura of legend about it, but the outlandish tales of the exploits of the forty-nine occasionally border on the absurd, even by the standards of Minmatar tale-telling.",20996
1000258,Seykal Expeditionary Group,T,L,30002534,,,,,,,,,1000258,1000258,0,0,0.0,,,,,,500002,,,,"Extreme violence and a total disregard for non-combatant casualties are the hallmarks of a mercenary outfit that would be regarded as brutal by anyone's standards, quite possibly including the feared Blood Raider Covenant. Given that the corporation was founded by members of the Seykal, a Thukker renegade clan noted for slash and burn raids on remote colonies, it is perhaps no surprise. Probably even less surprising is the willingness of many in New Eden to hire the Expeditionary Group for its 'expertise' in planetary operations.",20996
1000259,Krusual Covert Operators,T,L,30002549,,,,,,,,,1000259,1000259,0,0,0.0,,,,,,500002,,,,"The Krusual Tribe has long prided itself on the prowess of its guerilla fighters and infiltrator units during the Amarr occupation of Matar and the subsequent Great Rebellion. The Krusual Covert Operators tend to reserve their in-house troops for their own purposes, but the corporation also functions as a clearing house for mercenary contracts in locations all around New Eden.",20996
1000261,State Peacekeepers,S,G,30002756,,,,,,,,,,,0,0,0.0,,,,,,500001,,,,"The Caldari State required little in the way of ground troops until the reconquest of Caldari Prime and the war over Black Rise. Previously, the megacorporations saw to the security and peace of their own ground territories. The emergency conditions of the occupation of Caldari Prime called for the formation of the State Peacekeepers, a force that is now established as an arm of the Caldari military.",21092
1000262,Federal Marines,S,G,30004980,,,,,,,,,,,0,0,0.0,,,,,,500004,,,,"The Federal Marines have a long, proud history of serving the Gallente Federation in space and on planetary bodies. They are among the elite troops of the Federal military and typically at the forefront when the Gallente Federation goes to the extreme of intervening militarily in planetary conflicts across New Eden.",21093
1000263,Republic Command,S,G,30002059,,,,,,,,,,,0,0,0.0,,,,,,500002,,,,"Republic Command is something of an oddity in a new order where the Minmatar tribes wield considerable power. In large part the Minmatar military has become fragmented among the tribes but a rump central command remains. The Republic Command has managed to retain control over those units that reported directly to its military council, and the elite nature of many of these forces has allowed the generals of the Command to retain significant influence.",21094
1000270,Outer Ring Development,S,R,30004504,,,,,,,,,1000103,1000141,3126463439,93,-1.0,,,,,,500014,,,,"ORE’s research efforts in fields as diverse as moon mining and space colonization have brought the mining conglomerate many innovations over the years since it broke with the Gallente Federation. In its efforts to become ever more independent, ORE has assembled its most far-thinking, radical and slightly eccentric minds in a new division incorporated as Outer Ring Development. Persistent rumors of a program to create a genetically-modified Fedo capable of digesting Dark Ochre and excreting pure Nocxium have neither been confirmed nor denied.",1545
1000271,Outer Ring Prospecting,S,R,30004504,,,,,,,,,1000103,1000141,3126463438,93,-1.0,,,,,,500014,,,,"Originating as a branch dedicated to exploring deep space and laying claim to anything valuable found therein, Outer Ring Prospecting was eventually spun into a separate company in the ORE family. It is rumored to be staffed with hungry-looking people who tend to feel uncomfortable in crowds and spend a lot of time glancing out the windows of their ships, as if searching for something important just out of sight.",
1000274,Vigilant Tyrannos,L,G,30005286,,,,,,,,,1000290,1000297,0,0,0.0,,,,,,500024,,,,"CONCORD intelligence reports indicate that Drifter military formations are operating under a single command structure represented by an enclave level organization with the designation 'Vigilant Tyrannos'. Despite monitoring the movements of ships broadcasting the identifier of this organization, no further information as to the motivation or goals of this force has been gleaned.",21404
1000276,ORE Technologies,L,R,30004504,,,,,,,,,1000108,1000157,2015372327,0,0.0,,,,,,500014,,,,The increasing involvement of ORE in the development of technology and businesses beyond its mining operations origins led the conglomerate to set up ORE Technologies as an umbrella corporation to co-ordinate and control its various research and product development subsidiaries.,
1000277,Frostline Laboratories,T,L,30004504,,,,,,,,,1000069,1000157,4235364549,0,0.0,,,,,,500014,,,,ORE began to market ice-mining related products under its Frostline brand at the end of YC117. The success of the brand's flagship Endurance class expedition frigate encouraged ORE to set up a subsidiary corporation to manage research and development of new products for the ice-mining industry.,
1000279,Project Discovery,T,C,30005204,,,,,,,,,1000131,1000159,100,0,0.0,,,,,,500006,,,,"Project Discovery is a research corporation affiliated with the CONCORD Assembly. The organization is currently focused on studying an insidious viral threat sweeping across New Eden. 

The corporation has contributed to a number of research endeavors and supports many more, including Professor Lundberg's foray into deciphering Drifter cellular anomalies and Professor Mayor's exoplanet hunting program. CONCORD assumed oversight of Project Discovery from the Sisters of EVE in July YC 119.",
1000280,CONCORD Aerospace,T,C,30005204,,,,,,,,,1000125,1000161,100,0,0.0,,,,,,500006,,,,"CONCORD's Directive Enforcement Department became concerned early in the Drifter Crisis that its inventory of ships could no longer meet its needs. The CONCORD Aerospace division therefore embarked on its ""Force Majeure Program"" to develop enhanced variants.

While CONCORD Aerospace successfully upgraded DED's stable of vessels with hyper-advanced technology, the program became a severe drain on CONCORD's resources. Consequently, the Inner Circle authorized a limited release of CONCORD Aerospace's designs, stripped of CONCORD's advanced rapid-deployment and electronic warfare suites. The division was established as a subsidiary corporation to facilitate the release of these designs to the capsuleer market via authorized dealers.",
1000281,Independent Gaming Commission,T,G,30005204,,,,,,,,,1000107,1000197,0,0,0.0,,,,,,500006,,,,"Formed in the wake of the YC105 Amarr Succession Trials when a group of entrepreneurs at the Secure Commerce Commission realised how popular structured combat tournaments were among capsuleers, the Independent Gaming Commission has grown from a small passion project into the CONCORD Assembly’s regulatory body for all competitive sports.

With its own highly skilled team of engineers and state of the art shipyards that produce low volume bespoke versions of the most popular hulls in the cluster as prizes, the IGC maintains a healthy bottom line from event organization, sponsorship and adjudication across the cluster.",
1000282,Directive Intelligence Agency,S,G,30005204,,,,,,,,,1000137,1000138,0,0,0.0,,,,,,500006,,,,The CONCORD Directive Intelligence Agency is an offshoot of the DED that provides a range of intelligence gathering and reporting services to CONCORD. The CDIA is also known for producing the CDIA Interstellar Fact Book and its series of briefing holos for capsuleers: the CDIA Files.,
1000283,Imperial War Reserves,L,N,30002197,,,,,,,,,1000084,1000051,0,0,0.0,,,,,,500003,,,,The Imperial War Reserves were established as a joint effort to build up and maintain a vast reserve of strategically vital materials by the Amarr Ministry of Assessment and the Ministry of War. The corporation is charged with surveying the Amarr Empire for resources and organizing their exploitation by mining operations.,
1000284,State Military Stockpile,L,N,30000144,,,,,,,,,1000035,1000120,0,0,0.0,,,,,,500001,,,,"The State Military Stockpile was created by order of the Caldari State's Chief Executive Panel to seek out and develop militarily important resources within Caldari space. The Caldari Navy and the security forces of the ""Big Eight"" megacorporations are all able to draw from the deep reserves that are being built up by State Military Stockpile mining operations.",
1000285,Federal Strategic Materiel,L,N,30004972,,,,,,,,,1000120,1000035,0,0,0.0,,,,,,500004,,,,The Federal Strategic Materiel corporation was founded by executive order of President Jacus Roden and is tasked with finding and extracting resources vital to the Federal armed forces throughout Gallente space. The mining operations sent out to harvest resources from sites discovered by the Federal Strategic Materiel corporation have become a common sight in the Federation.,
1000286,Republic Fleet Ordnance,L,N,30002544,,,,,,,,,1000051,1000084,0,0,0.0,,,,,,500002,,,,Republic Fleet Ordnance is responsible for the acquisition of materials crucial to the construction and maintenance of all kinds of equipment used by the fighting forces of the Minmatar Republic. The resource scouts of Republic Fleet Ordnance scour Minmatar space for pockets of useful asteroids and can call upon mining operations to extract any valuable materials they discover.,
1000287,Infested Regions Hiveminds,L,G,,,,,,,,,,1000289,1000288,0,0,0.0,,,,,,500025,,,,"CONCORD Security Classification: Omega Silver (Revoked)

Aria Patrol: Infested Regions Report YC119.05.10

Ten years after the Code Aria Inquiry, the situation in the Infested Regions remains troubling. While the rogue drone infestations have been held in a tense equilibrium by the activities of independent capsuleers, the balance is assessed as unstable and the threat from the infested region hiveminds remains critical.",20996
1000288,Navka Overminds,L,G,,,,,,,,,,1000292,1000289,0,0,0.0,,,,,,500026,,,,"The Navka Overminds are a form of rogue drone swarm that can be encountered in significant numbers throughout Abyssal Deadspace wherever Triglavian infrastructure is present. The designation 'Navka' seems to have some relationship to a subdivision of the Triglavian race that runs across the so-called 'clades'.

It would seem that the Navka Overminds are either entirely suborned to Triglavian purposes or, perhaps more worryingly, are willingly working with them.",20996
